location_name,sex_name,cause_name,HALE_2015_30_70,Age_standardized_YLDs ,YLDs_proportion
Bolivia (Plurinational State of),Female,Chronic respiratory diseases,24.3 ,193.8 ,1.5
Bolivia (Plurinational State of),Female,Diabetes mellitus,24.3 ,632.0 ,4.8
Bolivia (Plurinational State of),Female,Four major NCDs,24.3 ,1194.4 ,9.1
Ecuador,Female,Non-communicable diseases,29.1 ,13042.5 ,100
Ecuador,Female,Neoplasms,29.1 ,113.8 ,0.9
Ecuador,Female,Cardiovascular diseases,29.1 ,288.2 ,2.2
Ecuador,Female,Chronic respiratory diseases,29.1 ,156.7 ,1.2
Ecuador,Female,Diabetes mellitus,29.1 ,722.9 ,5.5
Ecuador,Female,Four major NCDs,29.1 ,1281.6 ,9.8
Peru,Female,Non-communicable diseases,32.6 ,12383.4 ,100
Peru,Female,Neoplasms,32.6 ,113.7 ,0.9
Peru,Female,Cardiovascular diseases,32.6 ,289.0 ,2.3
Peru,Female,Chronic respiratory diseases,32.6 ,168.0 ,1.4
Peru,Female,Diabetes mellitus,32.6 ,421.1 ,3.4
Peru,Female,Four major NCDs,32.6 ,991.8 ,8
Colombia,Female,Non-communicable diseases,34.2 ,12732.4 ,100
Colombia,Female,Neoplasms,34.2 ,117.7 ,0.9
Colombia,Female,Cardiovascular diseases,34.2 ,270.0 ,2.1
Colombia,Female,Chronic respiratory diseases,34.2 ,252.3 ,2
Colombia,Female,Diabetes mellitus,34.2 ,859.0 ,6.7
Colombia,Female,Four major NCDs,34.2 ,1498.9 ,11.8
Costa Rica,Female,Non-communicable diseases,33.0 ,13338.1 ,100
Costa Rica,Female,Neoplasms,33.0 ,136.5 ,1
Costa Rica,Female,Cardiovascular diseases,33.0 ,327.8 ,2.5
Costa Rica,Female,Chronic respiratory diseases,33.0 ,326.2 ,2.4
Costa Rica,Female,Diabetes mellitus,33.0 ,842.3 ,6.3
Costa Rica,Female,Four major NCDs,33.0 ,1632.8 ,12.2
El Salvador,Female,Non-communicable diseases,28.9 ,13127.6 ,100
El Salvador,Female,Neoplasms,28.9 ,104.3 ,0.8
El Salvador,Female,Cardiovascular diseases,28.9 ,294.3 ,2.2
El Salvador,Female,Chronic respiratory diseases,28.9 ,272.5 ,2.1
El Salvador,Female,Diabetes mellitus,28.9 ,920.6 ,7
El Salvador,Female,Four major NCDs,28.9 ,1591.7 ,12.1
Guatemala,Female,Non-communicable diseases,27.3 ,13727.6 ,100
Guatemala,Female,Neoplasms,27.3 ,91.9 ,0.7
Guatemala,Female,Cardiovascular diseases,27.3 ,292.7 ,2.1
Guatemala,Female,Chronic respiratory diseases,27.3 ,160.4 ,1.2
Guatemala,Female,Diabetes mellitus,27.3 ,1288.5 ,9.4
Guatemala,Female,Four major NCDs,27.3 ,1833.5 ,13.4
Honduras,Female,Non-communicable diseases,24.0 ,13565.5 ,100
Honduras,Female,Neoplasms,24.0 ,104.9 ,0.8
Honduras,Female,Cardiovascular diseases,24.0 ,291.9 ,2.2
Honduras,Female,Chronic respiratory diseases,24.0 ,292.8 ,2.2
Honduras,Female,Diabetes mellitus,24.0 ,1058.4 ,7.8
Honduras,Female,Four major NCDs,24.0 ,1748.1 ,12.9
Mexico,Female,Non-communicable diseases,28.6 ,14336.1 ,100
Mexico,Female,Neoplasms,28.6 ,103.2 ,0.7
Mexico,Female,Cardiovascular diseases,28.6 ,301.9 ,2.1
Mexico,Female,Chronic respiratory diseases,28.6 ,205.0 ,1.4
Mexico,Female,Diabetes mellitus,28.6 ,1362.5 ,9.5
Mexico,Female,Four major NCDs,28.6 ,1972.6 ,13.8
Nicaragua,Female,Non-communicable diseases,27.9 ,13038.8 ,100
Nicaragua,Female,Neoplasms,27.9 ,94.2 ,0.7
Nicaragua,Female,Cardiovascular diseases,27.9 ,315.5 ,2.4
Nicaragua,Female,Chronic respiratory diseases,27.9 ,226.2 ,1.7
Nicaragua,Female,Diabetes mellitus,27.9 ,1066.2 ,8.2
Nicaragua,Female,Four major NCDs,27.9 ,1702.1 ,13.1
Panama,Female,Non-communicable diseases,33.4 ,13134.8 ,100
Panama,Female,Neoplasms,33.4 ,117.8 ,0.9
Panama,Female,Cardiovascular diseases,33.4 ,314.4 ,2.4
Panama,Female,Chronic respiratory diseases,33.4 ,215.1 ,1.6
Panama,Female,Diabetes mellitus,33.4 ,971.6 ,7.4
Panama,Female,Four major NCDs,33.4 ,1618.9 ,12.3
Venezuela (Bolivarian Republic of),Female,Non-communicable diseases,30.1 ,13142.9 ,100
Venezuela (Bolivarian Republic of),Female,Neoplasms,30.1 ,145.7 ,1.1
Venezuela (Bolivarian Republic of),Female,Cardiovascular diseases,30.1 ,248.3 ,1.9
Venezuela (Bolivarian Republic of),Female,Chronic respiratory diseases,30.1 ,237.2 ,1.8
Venezuela (Bolivarian Republic of),Female,Diabetes mellitus,30.1 ,975.5 ,7.4
Venezuela (Bolivarian Republic of),Female,Four major NCDs,30.1 ,1606.8 ,12.2
Brazil,Female,Non-communicable diseases,29.5 ,14449.1 ,100
Brazil,Female,Neoplasms,29.5 ,109.7 ,0.8
Brazil,Female,Cardiovascular diseases,29.5 ,350.4 ,2.4
Brazil,Female,Chronic respiratory diseases,29.5 ,263.5 ,1.8
Brazil,Female,Diabetes mellitus,29.5 ,791.3 ,5.5
Brazil,Female,Four major NCDs,29.5 ,1514.9 ,10.5
Paraguay,Female,Non-communicable diseases,29.8 ,13758.4 ,100
Paraguay,Female,Neoplasms,29.8 ,109.0 ,0.8
Paraguay,Female,Cardiovascular diseases,29.8 ,322.4 ,2.3
Paraguay,Female,Chronic respiratory diseases,29.8 ,229.2 ,1.7
Paraguay,Female,Diabetes mellitus,29.8 ,827.9 ,6
Paraguay,Female,Four major NCDs,29.8 ,1488.5 ,10.8
Algeria,Female,Non-communicable diseases,26.9 ,14218.6 ,100
Algeria,Female,Neoplasms,26.9 ,90.5 ,0.6
Algeria,Female,Cardiovascular diseases,26.9 ,568.3 ,4
Algeria,Female,Chronic respiratory diseases,26.9 ,339.1 ,2.4
Algeria,Female,Diabetes mellitus,26.9 ,974.8 ,6.9
Algeria,Female,Four major NCDs,26.9 ,1972.6 ,13.9
Bahrain,Female,Non-communicable diseases,26.1 ,15325.4 ,100
Bahrain,Female,Neoplasms,26.1 ,127.9 ,0.8
Bahrain,Female,Cardiovascular diseases,26.1 ,440.5 ,2.9
Bahrain,Female,Chronic respiratory diseases,26.1 ,398.1 ,2.6
Bahrain,Female,Diabetes mellitus,26.1 ,1708.8 ,11.2
Bahrain,Female,Four major NCDs,26.1 ,2675.3 ,17.5
Egypt,Female,Non-communicable diseases,21.4 ,14295.3 ,100
Egypt,Female,Neoplasms,21.4 ,73.5 ,0.5
Egypt,Female,Cardiovascular diseases,21.4 ,690.2 ,4.8
Egypt,Female,Chronic respiratory diseases,21.4 ,470.5 ,3.3
Egypt,Female,Diabetes mellitus,21.4 ,808.0 ,5.7
Egypt,Female,Four major NCDs,21.4 ,2042.2 ,14.3
Iran (Islamic Republic of),Female,Non-communicable diseases,28.2 ,15308.8 ,100
Iran (Islamic Republic of),Female,Neoplasms,28.2 ,88.8 ,0.6
Iran (Islamic Republic of),Female,Cardiovascular diseases,28.2 ,509.9 ,3.3
Iran (Islamic Republic of),Female,Chronic respiratory diseases,28.2 ,346.9 ,2.3
Iran (Islamic Republic of),Female,Diabetes mellitus,28.2 ,802.2 ,5.2
Iran (Islamic Republic of),Female,Four major NCDs,28.2 ,1747.7 ,11.4
Iraq,Female,Non-communicable diseases,25.8 ,14184.5 ,100
Iraq,Female,Neoplasms,25.8 ,123.5 ,0.9
Iraq,Female,Cardiovascular diseases,25.8 ,673.9 ,4.8
Iraq,Female,Chronic respiratory diseases,25.8 ,315.7 ,2.2
Iraq,Female,Diabetes mellitus,25.8 ,1143.4 ,8.1
Iraq,Female,Four major NCDs,25.8 ,2256.6 ,15.9
Jordan,Female,Non-communicable diseases,31.2 ,14357.9 ,100
Jordan,Female,Neoplasms,31.2 ,116.1 ,0.8
Jordan,Female,Cardiovascular diseases,31.2 ,618.4 ,4.3
Jordan,Female,Chronic respiratory diseases,31.2 ,350.6 ,2.4
Jordan,Female,Diabetes mellitus,31.2 ,796.2 ,5.5
Jordan,Female,Four major NCDs,31.2 ,1881.3 ,13.1
Kuwait,Female,Non-communicable diseases,34.7 ,14195.9 ,100
Kuwait,Female,Neoplasms,34.7 ,105.3 ,0.7
Kuwait,Female,Cardiovascular diseases,34.7 ,481.1 ,3.4
Kuwait,Female,Chronic respiratory diseases,34.7 ,305.8 ,2.2
Kuwait,Female,Diabetes mellitus,34.7 ,1092.3 ,7.7
Kuwait,Female,Four major NCDs,34.7 ,1984.5 ,14
Lebanon,Female,Non-communicable diseases,27.9 ,14822.4 ,100
Lebanon,Female,Neoplasms,27.9 ,244.0 ,1.6
Lebanon,Female,Cardiovascular diseases,27.9 ,535.0 ,3.6
Lebanon,Female,Chronic respiratory diseases,27.9 ,511.9 ,3.5
Lebanon,Female,Diabetes mellitus,27.9 ,955.7 ,6.4
Lebanon,Female,Four major NCDs,27.9 ,2246.6 ,15.2
Libya,Female,Non-communicable diseases,27.5 ,14913.7 ,100
Libya,Female,Neoplasms,27.5 ,126.7 ,0.8
Libya,Female,Cardiovascular diseases,27.5 ,644.5 ,4.3
Libya,Female,Chronic respiratory diseases,27.5 ,456.1 ,3.1
Libya,Female,Diabetes mellitus,27.5 ,1171.3 ,7.9
Libya,Female,Four major NCDs,27.5 ,2398.6 ,16.1
Morocco,Female,Non-communicable diseases,24.3 ,14671.3 ,100
Morocco,Female,Neoplasms,24.3 ,116.1 ,0.8
Morocco,Female,Cardiovascular diseases,24.3 ,651.5 ,4.4
Morocco,Female,Chronic respiratory diseases,24.3 ,339.5 ,2.3
Morocco,Female,Diabetes mellitus,24.3 ,855.3 ,5.8
Morocco,Female,Four major NCDs,24.3 ,1962.3 ,13.4
Palestine,Female,Non-communicable diseases,25.0 ,14457.2 ,100
Palestine,Female,Neoplasms,25.0 ,115.5 ,0.8
Palestine,Female,Cardiovascular diseases,25.0 ,555.1 ,3.8
Palestine,Female,Chronic respiratory diseases,25.0 ,320.9 ,2.2
Palestine,Female,Diabetes mellitus,25.0 ,929.9 ,6.4
Palestine,Female,Four major NCDs,25.0 ,1921.4 ,13.3
Oman,Female,Non-communicable diseases,23.0 ,14139.9 ,100
Oman,Female,Neoplasms,23.0 ,115.1 ,0.8
Oman,Female,Cardiovascular diseases,23.0 ,511.1 ,3.6
Oman,Female,Chronic respiratory diseases,23.0 ,286.9 ,2
Oman,Female,Diabetes mellitus,23.0 ,864.6 ,6.1
Oman,Female,Four major NCDs,23.0 ,1777.7 ,12.6
Qatar,Female,Non-communicable diseases,23.5 ,15872.3 ,100
Qatar,Female,Neoplasms,23.5 ,183.6 ,1.2
Qatar,Female,Cardiovascular diseases,23.5 ,474.4 ,3
Qatar,Female,Chronic respiratory diseases,23.5 ,401.6 ,2.5
Qatar,Female,Diabetes mellitus,23.5 ,2229.5 ,14
Qatar,Female,Four major NCDs,23.5 ,3289.2 ,20.7
Saudi Arabia,Female,Non-communicable diseases,24.9 ,14588.8 ,100
Saudi Arabia,Female,Neoplasms,24.9 ,117.7 ,0.8
Saudi Arabia,Female,Cardiovascular diseases,24.9 ,627.5 ,4.3
Saudi Arabia,Female,Chronic respiratory diseases,24.9 ,367.5 ,2.5
Saudi Arabia,Female,Diabetes mellitus,24.9 ,958.6 ,6.6
Saudi Arabia,Female,Four major NCDs,24.9 ,2071.4 ,14.2
Syrian Arab Republic,Female,Non-communicable diseases,22.0 ,13968.9 ,100
Syrian Arab Republic,Female,Neoplasms,22.0 ,72.4 ,0.5
Syrian Arab Republic,Female,Cardiovascular diseases,22.0 ,584.2 ,4.2
Syrian Arab Republic,Female,Chronic respiratory diseases,22.0 ,418.2 ,3
Syrian Arab Republic,Female,Diabetes mellitus,22.0 ,830.0 ,5.9
Syrian Arab Republic,Female,Four major NCDs,22.0 ,1904.8 ,13.6
Tunisia,Female,Non-communicable diseases,28.9 ,14108.8 ,100
Tunisia,Female,Neoplasms,28.9 ,109.5 ,0.8
Tunisia,Female,Cardiovascular diseases,28.9 ,497.4 ,3.5
Tunisia,Female,Chronic respiratory diseases,28.9 ,320.5 ,2.3
Tunisia,Female,Diabetes mellitus,28.9 ,854.0 ,6.1
Tunisia,Female,Four major NCDs,28.9 ,1781.4 ,12.6
Turkey,Female,Non-communicable diseases,28.8 ,14642.6 ,100
Turkey,Female,Neoplasms,28.8 ,102.1 ,0.7
Turkey,Female,Cardiovascular diseases,28.8 ,484.7 ,3.3
Turkey,Female,Chronic respiratory diseases,28.8 ,551.8 ,3.8
Turkey,Female,Diabetes mellitus,28.8 ,878.5 ,6
Turkey,Female,Four major NCDs,28.8 ,2017.2 ,13.8
United Arab Emirates,Female,Non-communicable diseases,27.1 ,15126.0 ,100
United Arab Emirates,Female,Neoplasms,27.1 ,138.3 ,0.9
United Arab Emirates,Female,Cardiovascular diseases,27.1 ,706.5 ,4.7
United Arab Emirates,Female,Chronic respiratory diseases,27.1 ,746.1 ,4.9
United Arab Emirates,Female,Diabetes mellitus,27.1 ,1342.7 ,8.9
United Arab Emirates,Female,Four major NCDs,27.1 ,2933.5 ,19.4
Yemen,Female,Non-communicable diseases,24.1 ,14355.6 ,100
Yemen,Female,Neoplasms,24.1 ,63.2 ,0.4
Yemen,Female,Cardiovascular diseases,24.1 ,613.3 ,4.3
Yemen,Female,Chronic respiratory diseases,24.1 ,458.3 ,3.2
Yemen,Female,Diabetes mellitus,24.1 ,580.8 ,4
Yemen,Female,Four major NCDs,24.1 ,1715.5 ,12
Afghanistan,Female,Non-communicable diseases,19.1 ,14699.9 ,100
Afghanistan,Female,Neoplasms,19.1 ,92.6 ,0.6
Afghanistan,Female,Cardiovascular diseases,19.1 ,644.6 ,4.4
Afghanistan,Female,Chronic respiratory diseases,19.1 ,621.2 ,4.2
Afghanistan,Female,Diabetes mellitus,19.1 ,1182.7 ,8
Afghanistan,Female,Four major NCDs,19.1 ,2541.2 ,17.3
Bangladesh,Female,Non-communicable diseases,28.2 ,13721.3 ,100
Bangladesh,Female,Neoplasms,28.2 ,59.1 ,0.4
Bangladesh,Female,Cardiovascular diseases,28.2 ,444.7 ,3.2
Bangladesh,Female,Chronic respiratory diseases,28.2 ,538.3 ,3.9
Bangladesh,Female,Diabetes mellitus,28.2 ,560.9 ,4.1
Bangladesh,Female,Four major NCDs,28.2 ,1603.0 ,11.7
Bhutan,Female,Non-communicable diseases,25.0 ,13301.4 ,100
Bhutan,Female,Neoplasms,25.0 ,63.5 ,0.5
Bhutan,Female,Cardiovascular diseases,25.0 ,352.9 ,2.7
Bhutan,Female,Chronic respiratory diseases,25.0 ,670.1 ,5
Bhutan,Female,Diabetes mellitus,25.0 ,627.3 ,4.7
Bhutan,Female,Four major NCDs,25.0 ,1713.9 ,12.9
India,Female,Non-communicable diseases,23.9 ,13973.3 ,100
India,Female,Neoplasms,23.9 ,67.5 ,0.5
India,Female,Cardiovascular diseases,23.9 ,363.7 ,2.6
India,Female,Chronic respiratory diseases,23.9 ,647.5 ,4.6
India,Female,Diabetes mellitus,23.9 ,726.5 ,5.2
India,Female,Four major NCDs,23.9 ,1805.2 ,12.9
Nepal,Female,Non-communicable diseases,23.8 ,13374.7 ,100
Nepal,Female,Neoplasms,23.8 ,70.4 ,0.5
Nepal,Female,Cardiovascular diseases,23.8 ,282.9 ,2.1
Nepal,Female,Chronic respiratory diseases,23.8 ,708.3 ,5.3
Nepal,Female,Diabetes mellitus,23.8 ,550.9 ,4.1
Nepal,Female,Four major NCDs,23.8 ,1612.5 ,12.1
Pakistan,Female,Non-communicable diseases,21.9 ,13852.5 ,100
Pakistan,Female,Neoplasms,21.9 ,140.1 ,1
Pakistan,Female,Cardiovascular diseases,21.9 ,514.5 ,3.7
Pakistan,Female,Chronic respiratory diseases,21.9 ,566.0 ,4.1
Pakistan,Female,Diabetes mellitus,21.9 ,869.9 ,6.3
Pakistan,Female,Four major NCDs,21.9 ,2090.5 ,15.1
Angola,Female,Non-communicable diseases,23.9 ,12784.9 ,100
Angola,Female,Neoplasms,23.9 ,68.0 ,0.5
Angola,Female,Cardiovascular diseases,23.9 ,514.3 ,4
Angola,Female,Chronic respiratory diseases,23.9 ,453.8 ,3.5
Angola,Female,Diabetes mellitus,23.9 ,620.5 ,4.9
Angola,Female,Four major NCDs,23.9 ,1656.6 ,13
Central African Republic,Female,Non-communicable diseases,17.5 ,12816.9 ,100
Central African Republic,Female,Neoplasms,17.5 ,76.7 ,0.6
Central African Republic,Female,Cardiovascular diseases,17.5 ,504.6 ,3.9
Central African Republic,Female,Chronic respiratory diseases,17.5 ,487.2 ,3.8
Central African Republic,Female,Diabetes mellitus,17.5 ,711.4 ,5.6
Central African Republic,Female,Four major NCDs,17.5 ,1779.9 ,13.9
Congo,Female,Non-communicable diseases,20.6 ,13168.8 ,100
Congo,Female,Neoplasms,20.6 ,102.0 ,0.8
Congo,Female,Cardiovascular diseases,20.6 ,563.5 ,4.3
Congo,Female,Chronic respiratory diseases,20.6 ,591.5 ,4.5
Congo,Female,Diabetes mellitus,20.6 ,747.8 ,5.7
Congo,Female,Four major NCDs,20.6 ,2004.8 ,15.2
Democratic Republic of the Congo,Female,Non-communicable diseases,22.0 ,12400.5 ,100
Democratic Republic of the Congo,Female,Neoplasms,22.0 ,69.1 ,0.6
Democratic Republic of the Congo,Female,Cardiovascular diseases,22.0 ,444.7 ,3.6
Democratic Republic of the Congo,Female,Chronic respiratory diseases,22.0 ,470.5 ,3.8
Democratic Republic of the Congo,Female,Diabetes mellitus,22.0 ,610.4 ,4.9
Democratic Republic of the Congo,Female,Four major NCDs,22.0 ,1594.7 ,12.9
Equatorial Guinea,Female,Non-communicable diseases,22.7 ,13188.0 ,100
Equatorial Guinea,Female,Neoplasms,22.7 ,84.3 ,0.6
Equatorial Guinea,Female,Cardiovascular diseases,22.7 ,485.2 ,3.7
Equatorial Guinea,Female,Chronic respiratory diseases,22.7 ,465.4 ,3.5
Equatorial Guinea,Female,Diabetes mellitus,22.7 ,696.7 ,5.3
Equatorial Guinea,Female,Four major NCDs,22.7 ,1731.6 ,13.1
Gabon,Female,Non-communicable diseases,23.2 ,13001.1 ,100
Gabon,Female,Neoplasms,23.2 ,88.0 ,0.7
Gabon,Female,Cardiovascular diseases,23.2 ,480.9 ,3.7
Gabon,Female,Chronic respiratory diseases,23.2 ,366.3 ,2.8
Gabon,Female,Diabetes mellitus,23.2 ,733.4 ,5.6
Gabon,Female,Four major NCDs,23.2 ,1668.7 ,12.8
Burundi,Female,Non-communicable diseases,22.0 ,11316.6 ,100
Burundi,Female,Neoplasms,22.0 ,78.8 ,0.7
Burundi,Female,Cardiovascular diseases,22.0 ,533.0 ,4.7
Burundi,Female,Chronic respiratory diseases,22.0 ,484.8 ,4.3
Burundi,Female,Diabetes mellitus,22.0 ,448.2 ,4
Burundi,Female,Four major NCDs,22.0 ,1544.8 ,13.7
Comoros,Female,Non-communicable diseases,24.1 ,11747.9 ,100
Comoros,Female,Neoplasms,24.1 ,90.8 ,0.8
Comoros,Female,Cardiovascular diseases,24.1 ,618.6 ,5.3
Comoros,Female,Chronic respiratory diseases,24.1 ,420.2 ,3.6
Comoros,Female,Diabetes mellitus,24.1 ,383.7 ,3.3
Comoros,Female,Four major NCDs,24.1 ,1513.3 ,12.9
Djibouti,Female,Non-communicable diseases,24.3 ,11752.3 ,100
Djibouti,Female,Neoplasms,24.3 ,83.9 ,0.7
Djibouti,Female,Cardiovascular diseases,24.3 ,582.4 ,5
Djibouti,Female,Chronic respiratory diseases,24.3 ,393.2 ,3.3
Djibouti,Female,Diabetes mellitus,24.3 ,471.9 ,4
Djibouti,Female,Four major NCDs,24.3 ,1531.4 ,13
Eritrea,Female,Non-communicable diseases,21.4 ,11555.9 ,100
Eritrea,Female,Neoplasms,21.4 ,96.7 ,0.8
Eritrea,Female,Cardiovascular diseases,21.4 ,530.6 ,4.6
Eritrea,Female,Chronic respiratory diseases,21.4 ,478.2 ,4.1
Eritrea,Female,Diabetes mellitus,21.4 ,510.6 ,4.4
Eritrea,Female,Four major NCDs,21.4 ,1616.0 ,14
Ethiopia,Female,Non-communicable diseases,24.8 ,11483.0 ,100
Ethiopia,Female,Neoplasms,24.8 ,64.5 ,0.6
Ethiopia,Female,Cardiovascular diseases,24.8 ,459.0 ,4
Ethiopia,Female,Chronic respiratory diseases,24.8 ,330.4 ,2.9
Ethiopia,Female,Diabetes mellitus,24.8 ,361.6 ,3.1
Ethiopia,Female,Four major NCDs,24.8 ,1215.5 ,10.6
Kenya,Female,Non-communicable diseases,23.2 ,12358.6 ,100
Kenya,Female,Neoplasms,23.2 ,64.4 ,0.5
Kenya,Female,Cardiovascular diseases,23.2 ,562.4 ,4.6
Kenya,Female,Chronic respiratory diseases,23.2 ,432.4 ,3.5
Kenya,Female,Diabetes mellitus,23.2 ,378.0 ,3.1
Kenya,Female,Four major NCDs,23.2 ,1437.2 ,11.6
Madagascar,Female,Non-communicable diseases,22.2 ,12403.4 ,100
Madagascar,Female,Neoplasms,22.2 ,75.0 ,0.6
Madagascar,Female,Cardiovascular diseases,22.2 ,748.7 ,6
Madagascar,Female,Chronic respiratory diseases,22.2 ,684.3 ,5.5
Madagascar,Female,Diabetes mellitus,22.2 ,450.3 ,3.6
Madagascar,Female,Four major NCDs,22.2 ,1958.3 ,15.8
Malawi,Female,Non-communicable diseases,23.3 ,11585.5 ,100
Malawi,Female,Neoplasms,23.3 ,81.1 ,0.7
Malawi,Female,Cardiovascular diseases,23.3 ,521.5 ,4.5
Malawi,Female,Chronic respiratory diseases,23.3 ,410.2 ,3.5
Malawi,Female,Diabetes mellitus,23.3 ,526.5 ,4.5
Malawi,Female,Four major NCDs,23.3 ,1539.3 ,13.3
Mauritius,Female,Non-communicable diseases,27.9 ,13436.2 ,100
Mauritius,Female,Neoplasms,27.9 ,126.4 ,0.9
Mauritius,Female,Cardiovascular diseases,27.9 ,532.5 ,4
Mauritius,Female,Chronic respiratory diseases,27.9 ,312.7 ,2.3
Mauritius,Female,Diabetes mellitus,27.9 ,1443.6 ,10.7
Mauritius,Female,Four major NCDs,27.9 ,2415.1 ,18
Mozambique,Female,Non-communicable diseases,21.0 ,11812.0 ,100
Mozambique,Female,Neoplasms,21.0 ,80.3 ,0.7
Mozambique,Female,Cardiovascular diseases,21.0 ,596.9 ,5.1
Mozambique,Female,Chronic respiratory diseases,21.0 ,379.9 ,3.2
Mozambique,Female,Diabetes mellitus,21.0 ,486.1 ,4.1
Mozambique,Female,Four major NCDs,21.0 ,1543.3 ,13.1
Rwanda,Female,Non-communicable diseases,24.5 ,11544.9 ,100
Rwanda,Female,Neoplasms,24.5 ,79.7 ,0.7
Rwanda,Female,Cardiovascular diseases,24.5 ,471.8 ,4.1
Rwanda,Female,Chronic respiratory diseases,24.5 ,665.6 ,5.8
Rwanda,Female,Diabetes mellitus,24.5 ,411.7 ,3.6
Rwanda,Female,Four major NCDs,24.5 ,1628.8 ,14.1
Seychelles,Female,Non-communicable diseases,26.0 ,12653.1 ,100
Seychelles,Female,Neoplasms,26.0 ,163.3 ,1.3
Seychelles,Female,Cardiovascular diseases,26.0 ,586.3 ,4.6
Seychelles,Female,Chronic respiratory diseases,26.0 ,281.2 ,2.2
Seychelles,Female,Diabetes mellitus,26.0 ,1110.1 ,8.8
Seychelles,Female,Four major NCDs,26.0 ,2140.9 ,16.9
Somalia,Female,Non-communicable diseases,20.6 ,11864.3 ,100
Somalia,Female,Neoplasms,20.6 ,71.3 ,0.6
Somalia,Female,Cardiovascular diseases,20.6 ,559.2 ,4.7
Somalia,Female,Chronic respiratory diseases,20.6 ,469.4 ,4
Somalia,Female,Diabetes mellitus,20.6 ,504.6 ,4.3
Somalia,Female,Four major NCDs,20.6 ,1604.6 ,13.5
United Republic of Tanzania,Female,Non-communicable diseases,23.6 ,12143.9 ,100
United Republic of Tanzania,Female,Neoplasms,23.6 ,78.7 ,0.6
United Republic of Tanzania,Female,Cardiovascular diseases,23.6 ,518.5 ,4.3
United Republic of Tanzania,Female,Chronic respiratory diseases,23.6 ,447.8 ,3.7
United Republic of Tanzania,Female,Diabetes mellitus,23.6 ,463.0 ,3.8
United Republic of Tanzania,Female,Four major NCDs,23.6 ,1507.9 ,12.4
Uganda,Female,Non-communicable diseases,24.3 ,12104.4 ,100
Uganda,Female,Neoplasms,24.3 ,94.4 ,0.8
Uganda,Female,Cardiovascular diseases,24.3 ,490.1 ,4
Uganda,Female,Chronic respiratory diseases,24.3 ,400.3 ,3.3
Uganda,Female,Diabetes mellitus,24.3 ,595.2 ,4.9
Uganda,Female,Four major NCDs,24.3 ,1580.0 ,13.1
Zambia,Female,Non-communicable diseases,22.0 ,11676.0 ,100
Zambia,Female,Neoplasms,22.0 ,98.8 ,0.8
Zambia,Female,Cardiovascular diseases,22.0 ,500.6 ,4.3
Zambia,Female,Chronic respiratory diseases,22.0 ,365.5 ,3.1
Zambia,Female,Diabetes mellitus,22.0 ,486.2 ,4.2
Zambia,Female,Four major NCDs,22.0 ,1451.1 ,12.4
Botswana,Female,Non-communicable diseases,20.8 ,13182.1 ,100
Botswana,Female,Neoplasms,20.8 ,134.3 ,1
Botswana,Female,Cardiovascular diseases,20.8 ,457.9 ,3.5
Botswana,Female,Chronic respiratory diseases,20.8 ,547.8 ,4.2
Botswana,Female,Diabetes mellitus,20.8 ,868.2 ,6.6
Botswana,Female,Four major NCDs,20.8 ,2008.2 ,15.2
Lesotho,Female,Non-communicable diseases,15.7 ,13331.0 ,100
Lesotho,Female,Neoplasms,15.7 ,113.7 ,0.9
Lesotho,Female,Cardiovascular diseases,15.7 ,433.8 ,3.3
Lesotho,Female,Chronic respiratory diseases,15.7 ,625.5 ,4.7
Lesotho,Female,Diabetes mellitus,15.7 ,795.2 ,6
Lesotho,Female,Four major NCDs,15.7 ,1968.2 ,14.8
Namibia,Female,Non-communicable diseases,22.5 ,12515.2 ,100
Namibia,Female,Neoplasms,22.5 ,100.5 ,0.8
Namibia,Female,Cardiovascular diseases,22.5 ,425.6 ,3.4
Namibia,Female,Chronic respiratory diseases,22.5 ,472.6 ,3.8
Namibia,Female,Diabetes mellitus,22.5 ,693.9 ,5.5
Namibia,Female,Four major NCDs,22.5 ,1692.6 ,13.5
South Africa,Female,Non-communicable diseases,21.9 ,13695.9 ,100
South Africa,Female,Neoplasms,21.9 ,99.0 ,0.7
South Africa,Female,Cardiovascular diseases,21.9 ,468.0 ,3.4
South Africa,Female,Chronic respiratory diseases,21.9 ,553.9 ,4
South Africa,Female,Diabetes mellitus,21.9 ,949.7 ,6.9
South Africa,Female,Four major NCDs,21.9 ,2070.6 ,15.1
Eswatini,Female,Non-communicable diseases,20.2 ,13015.6 ,100
Eswatini,Female,Neoplasms,20.2 ,96.0 ,0.7
Eswatini,Female,Cardiovascular diseases,20.2 ,460.0 ,3.5
Eswatini,Female,Chronic respiratory diseases,20.2 ,671.4 ,5.2
Eswatini,Female,Diabetes mellitus,20.2 ,911.9 ,7
Eswatini,Female,Four major NCDs,20.2 ,2139.3 ,16.4
Zimbabwe,Female,Non-communicable diseases,19.6 ,12686.9 ,100
Zimbabwe,Female,Neoplasms,19.6 ,131.7 ,1
Zimbabwe,Female,Cardiovascular diseases,19.6 ,477.5 ,3.8
Zimbabwe,Female,Chronic respiratory diseases,19.6 ,519.5 ,4.1
Zimbabwe,Female,Diabetes mellitus,19.6 ,929.7 ,7.3
Zimbabwe,Female,Four major NCDs,19.6 ,2058.4 ,16.2
Benin,Female,Non-communicable diseases,23.3 ,12384.3 ,100
Benin,Female,Neoplasms,23.3 ,63.0 ,0.5
