location_name,sex_name,cause_name,gain_HALE_1,gain_HALE_1_Q1,gain_HALE_1_Q3,gain_HALE_2,gain_HALE_2_Q1,gain_HALE_2_Q3,gain_HALE_3,gain_HALE_3_Q1,gain_HALE_3_Q3
Lithuania,Female,Chronic respiratory diseases,3.942,3.926,3.96,3.861,2.722,4.84,3.845,3.834,3.849
Lithuania,Both,Chronic respiratory diseases,3.203,3.188,3.221,3.086,2.068,3.973,3.046,3.038,3.051
Lithuania,Male,Diabetes mellitus,2.315,2.262,2.386,2.141,1.205,2.939,2.118,2.113,2.123
Lithuania,Female,Diabetes mellitus,4.021,3.971,4.082,3.86,2.722,4.839,3.845,3.842,3.848
Lithuania,Both,Diabetes mellitus,3.238,3.187,3.302,3.07,2.052,3.957,3.052,3.048,3.054
Lithuania,Male,Four major NCDs,7.348,7.159,7.568,3.572,2.599,4.402,1.056,0.899,1.211
Lithuania,Female,Four major NCDs,6.746,6.586,6.926,4.621,3.466,5.613,3.62,3.537,3.691
Lithuania,Both,Four major NCDs,7.249,7.083,7.436,4.22,3.177,5.128,2.532,2.44,2.624
Luxembourg,Male,Neoplasms,6.045,6.018,6.079,4.886,3.906,5.752,4.287,4.224,4.35
Luxembourg,Female,Neoplasms,6.737,6.709,6.77,5.799,4.582,6.851,5.345,5.295,5.39
Luxembourg,Both,Neoplasms,6.443,6.416,6.474,5.386,4.302,6.34,4.858,4.806,4.909
Luxembourg,Male,Cardiovascular diseases,5.274,5.226,5.331,4.611,3.636,5.473,4.327,4.29,4.361
Luxembourg,Female,Cardiovascular diseases,5.823,5.787,5.865,5.488,4.278,6.536,5.374,5.353,5.392
Luxembourg,Both,Cardiovascular diseases,5.6,5.559,5.647,5.093,4.014,6.043,4.892,4.865,4.917
Luxembourg,Male,Chronic respiratory diseases,4.658,4.612,4.71,4.403,3.431,5.263,4.354,4.342,4.365
Luxembourg,Female,Chronic respiratory diseases,5.633,5.59,5.682,5.413,4.203,6.459,5.379,5.369,5.388
Luxembourg,Both,Chronic respiratory diseases,5.186,5.144,5.234,4.948,3.871,5.896,4.906,4.898,4.914
Luxembourg,Male,Diabetes mellitus,4.699,4.594,4.84,4.375,3.403,5.234,4.357,4.351,4.362
Luxembourg,Female,Diabetes mellitus,5.617,5.544,5.715,5.392,4.183,6.438,5.38,5.377,5.383
Luxembourg,Both,Diabetes mellitus,5.199,5.111,5.316,4.923,3.847,5.871,4.908,4.905,4.911
Luxembourg,Male,Four major NCDs,7.649,7.413,7.946,5.194,4.21,6.065,4.238,4.118,4.35
Luxembourg,Female,Four major NCDs,7.69,7.505,7.918,5.948,4.728,7.002,5.331,5.246,5.407
Luxembourg,Both,Four major NCDs,7.736,7.531,7.988,5.619,4.532,6.577,4.829,4.737,4.916
Madagascar,Male,Neoplasms,2.318,2.312,2.326,1.904,1.032,2.635,1.558,1.426,1.661
Madagascar,Female,Neoplasms,2.975,2.967,2.986,2.405,1.372,3.273,1.957,1.794,2.087
Madagascar,Both,Neoplasms,2.643,2.637,2.652,2.153,1.208,2.942,1.756,1.624,1.863
Madagascar,Male,Cardiovascular diseases,4.154,4.095,4.218,2.428,1.541,3.169,1.13,0.681,1.502
Madagascar,Female,Cardiovascular diseases,4.433,4.366,4.508,2.802,1.76,3.677,1.686,1.312,1.996
Madagascar,Both,Cardiovascular diseases,4.301,4.24,4.368,2.617,1.66,3.415,1.409,1.035,1.72
Madagascar,Male,Chronic respiratory diseases,2.188,2.155,2.224,1.819,0.948,2.547,1.626,1.53,1.697
Madagascar,Female,Chronic respiratory diseases,2.611,2.571,2.651,2.234,1.207,3.098,2.073,1.987,2.136
Madagascar,Both,Chronic respiratory diseases,2.4,2.366,2.433,2.026,1.085,2.812,1.849,1.778,1.906
Madagascar,Male,Diabetes mellitus,2.045,1.99,2.114,1.769,0.9,2.497,1.662,1.601,1.704
Madagascar,Female,Diabetes mellitus,2.457,2.408,2.518,2.196,1.17,3.058,2.097,2.044,2.135
Madagascar,Both,Diabetes mellitus,2.251,2.199,2.314,1.982,1.042,2.767,1.879,1.834,1.912
Madagascar,Male,Four major NCDs,5.698,5.532,5.89,2.79,1.895,3.539,0.805,0.053,1.407
Madagascar,Female,Four major NCDs,6.196,6.02,6.397,3.227,2.173,4.113,1.367,0.679,1.919
Madagascar,Both,Four major NCDs,5.954,5.789,6.139,3.01,2.044,3.817,1.087,0.454,1.605
Malawi,Male,Neoplasms,2.301,2.294,2.31,1.732,0.879,2.466,1.226,1.091,1.337
Malawi,Female,Neoplasms,3.539,3.531,3.551,2.859,1.794,3.774,2.37,2.229,2.497
Malawi,Both,Neoplasms,2.915,2.907,2.924,2.286,1.335,3.101,1.788,1.664,1.895
Malawi,Male,Cardiovascular diseases,3.072,3.027,3.125,1.934,1.076,2.674,1.038,0.76,1.269
Malawi,Female,Cardiovascular diseases,3.707,3.661,3.763,2.87,1.805,3.784,2.37,2.206,2.518
Malawi,Both,Cardiovascular diseases,3.42,3.375,3.473,2.405,1.452,3.222,1.709,1.532,1.869
Malawi,Male,Chronic respiratory diseases,1.775,1.753,1.798,1.535,0.688,2.265,1.403,1.35,1.444
Malawi,Female,Chronic respiratory diseases,2.789,2.764,2.816,2.587,1.529,3.495,2.513,2.478,2.539
Malawi,Both,Chronic respiratory diseases,2.277,2.255,2.298,2.051,1.107,2.861,1.949,1.915,1.976
Malawi,Male,Diabetes mellitus,1.94,1.868,2.032,1.553,0.705,2.283,1.386,1.314,1.441
Malawi,Female,Diabetes mellitus,2.876,2.815,2.951,2.593,1.535,3.502,2.51,2.472,2.539
Malawi,Both,Diabetes mellitus,2.405,2.339,2.488,2.064,1.12,2.875,1.939,1.896,1.974
Malawi,Male,Four major NCDs,4.809,4.65,5.002,2.357,1.487,3.106,0.616,0.065,1.064
Malawi,Female,Four major NCDs,5.36,5.212,5.537,3.293,2.218,4.217,2.132,1.748,2.467
Malawi,Both,Four major NCDs,5.137,4.987,5.314,2.835,1.872,3.663,1.388,1.004,1.724
Malaysia,Male,Neoplasms,4.184,4.176,4.194,3.457,2.561,4.253,2.982,2.913,3.043
Malaysia,Female,Neoplasms,4.899,4.885,4.916,4.148,3.066,5.102,3.684,3.62,3.741
Malaysia,Both,Neoplasms,4.525,4.515,4.537,3.786,2.799,4.659,3.316,3.259,3.366
Malaysia,Male,Cardiovascular diseases,5.502,5.433,5.576,3.81,2.906,4.613,2.832,2.694,2.959
Malaysia,Female,Cardiovascular diseases,5.174,5.102,5.25,4.168,3.087,5.121,3.681,3.595,3.755
Malaysia,Both,Cardiovascular diseases,5.352,5.281,5.424,3.983,2.993,4.859,3.243,3.148,3.329
Malaysia,Male,Chronic respiratory diseases,3.444,3.414,3.474,3.18,2.289,3.971,3.091,3.058,3.112
Malaysia,Female,Chronic respiratory diseases,4.006,3.983,4.031,3.838,2.763,4.785,3.789,3.765,3.803
Malaysia,Both,Chronic respiratory diseases,3.712,3.688,3.736,3.494,2.513,4.36,3.424,3.399,3.438
Malaysia,Male,Diabetes mellitus,3.503,3.401,3.633,3.149,2.259,3.94,3.101,3.087,3.113
Malaysia,Female,Diabetes mellitus,4.247,4.132,4.399,3.842,2.768,4.79,3.787,3.757,3.802
Malaysia,Both,Diabetes mellitus,3.858,3.75,3.996,3.48,2.499,4.346,3.428,3.412,3.438
Malaysia,Male,Four major NCDs,7.408,7.183,7.67,4.249,3.337,5.06,2.633,2.375,2.858
Malaysia,Female,Four major NCDs,6.991,6.756,7.274,4.592,3.502,5.554,3.527,3.32,3.687
Malaysia,Both,Four major NCDs,7.215,6.99,7.478,4.416,3.416,5.3,3.066,2.87,3.228
Maldives,Male,Neoplasms,4.549,4.543,4.556,4.111,3.216,4.892,3.857,3.809,3.898
Maldives,Female,Neoplasms,5.779,5.77,5.791,5.262,4.186,6.171,4.999,4.952,5.04
Maldives,Both,Neoplasms,5.071,5.064,5.08,4.6,3.627,5.427,4.342,4.303,4.377
Maldives,Male,Cardiovascular diseases,5.628,5.567,5.694,4.402,3.501,5.186,3.788,3.684,3.886
Maldives,Female,Cardiovascular diseases,6.085,6.033,6.138,5.314,4.239,6.224,4.998,4.928,5.063
Maldives,Both,Cardiovascular diseases,5.815,5.76,5.873,4.788,3.812,5.617,4.311,4.238,4.38
Maldives,Male,Chronic respiratory diseases,4.254,4.22,4.289,3.971,3.078,4.749,3.89,3.861,3.913
Maldives,Female,Chronic respiratory diseases,5.518,5.471,5.565,5.114,4.041,6.02,5.014,4.98,5.043
Maldives,Both,Chronic respiratory diseases,4.793,4.756,4.828,4.456,3.486,5.281,4.367,4.344,4.387
Maldives,Male,Diabetes mellitus,4.277,4.195,4.377,3.955,3.062,4.733,3.893,3.868,3.912
Maldives,Female,Diabetes mellitus,5.403,5.325,5.502,5.078,4.005,5.984,5.017,4.992,5.035
Maldives,Both,Diabetes mellitus,4.755,4.676,4.852,4.432,3.462,5.257,4.37,4.352,4.385
Maldives,Male,Four major NCDs,7.045,6.854,7.262,4.725,3.82,5.514,3.703,3.495,3.886
Maldives,Female,Four major NCDs,7.76,7.568,7.978,5.704,4.622,6.619,4.957,4.78,5.113
Maldives,Both,Four major NCDs,7.344,7.16,7.55,5.139,4.158,5.973,4.244,4.09,4.384
Mali,Male,Neoplasms,2.76,2.754,2.767,2.202,1.374,2.906,1.759,1.608,1.875
Mali,Female,Neoplasms,2.944,2.937,2.954,2.41,1.391,3.285,1.988,1.858,2.094
Mali,Both,Neoplasms,2.848,2.842,2.856,2.301,1.386,3.087,1.867,1.744,1.966
Mali,Male,Cardiovascular diseases,3.045,3.007,3.088,2.258,1.429,2.963,1.722,1.486,1.893
Mali,Female,Cardiovascular diseases,3.727,3.681,3.778,2.618,1.595,3.497,1.846,1.579,2.081
Mali,Both,Cardiovascular diseases,3.371,3.33,3.416,2.43,1.512,3.218,1.781,1.574,1.95
Mali,Male,Chronic respiratory diseases,2.48,2.45,2.511,2.072,1.247,2.774,1.847,1.739,1.938
Mali,Female,Chronic respiratory diseases,2.635,2.6,2.671,2.263,1.248,3.135,2.089,1.975,2.172
Mali,Both,Chronic respiratory diseases,2.553,2.524,2.581,2.162,1.251,2.945,1.962,1.881,2.041
Mali,Male,Diabetes mellitus,2.236,2.185,2.301,1.991,1.168,2.692,1.9,1.853,1.934
Mali,Female,Diabetes mellitus,2.602,2.534,2.686,2.245,1.231,3.116,2.101,2.029,2.155
Mali,Both,Diabetes mellitus,2.411,2.352,2.483,2.112,1.202,2.894,1.995,1.95,2.03
Mali,Male,Four major NCDs,4.782,4.649,4.938,2.711,1.872,3.425,1.394,0.842,1.813
Mali,Female,Four major NCDs,5.534,5.367,5.727,3.059,2.024,3.949,1.518,0.924,2.005
Mali,Both,Four major NCDs,5.142,4.999,5.306,2.877,1.949,3.675,1.452,0.988,1.842
Malta,Male,Neoplasms,5.542,5.521,5.567,4.534,3.572,5.367,4.007,3.954,4.055
Malta,Female,Neoplasms,6.915,6.892,6.942,6.059,4.83,7.106,5.674,5.634,5.712
Malta,Both,Neoplasms,6.272,6.251,6.295,5.326,4.254,6.265,4.87,4.829,4.909
Malta,Male,Cardiovascular diseases,5.334,5.29,5.385,4.444,3.483,5.275,4.022,3.979,4.063
Malta,Female,Cardiovascular diseases,6.3,6.27,6.333,5.848,4.623,6.892,5.677,5.652,5.7
Malta,Both,Cardiovascular diseases,5.869,5.833,5.91,5.179,4.109,6.115,4.882,4.851,4.911
Malta,Male,Chronic respiratory diseases,4.328,4.292,4.369,4.115,3.16,4.942,4.068,4.057,4.078
Malta,Female,Chronic respiratory diseases,5.872,5.825,5.929,5.69,4.467,6.732,5.673,5.668,5.678
Malta,Both,Chronic respiratory diseases,5.126,5.087,5.173,4.927,3.861,5.86,4.895,4.889,4.9
Malta,Male,Diabetes mellitus,4.439,4.347,4.559,4.109,3.153,4.936,4.068,4.057,4.078
Malta,Female,Diabetes mellitus,5.998,5.906,6.117,5.697,4.474,6.739,5.673,5.666,5.679
Malta,Both,Diabetes mellitus,5.244,5.152,5.359,4.927,3.861,5.86,4.894,4.887,4.9
Malta,Male,Four major NCDs,7.478,7.277,7.725,4.98,4.011,5.818,3.931,3.81,4.042
Malta,Female,Four major NCDs,8.09,7.894,8.333,6.274,5.042,7.324,5.675,5.598,5.747
Malta,Both,Four major NCDs,7.863,7.668,8.097,5.669,4.592,6.612,4.845,4.759,4.925
Mauritania,Male,Neoplasms,3.205,3.199,3.213,2.716,1.861,3.454,2.376,2.266,2.461
Mauritania,Female,Neoplasms,3.381,3.373,3.392,2.775,1.764,3.64,2.335,2.203,2.439
Mauritania,Both,Neoplasms,3.296,3.29,3.305,2.747,1.818,3.546,2.356,2.252,2.439
Mauritania,Male,Cardiovascular diseases,3.773,3.724,3.828,2.852,1.994,3.592,2.311,2.093,2.477
Mauritania,Female,Cardiovascular diseases,4.022,3.968,4.082,2.93,1.917,3.798,2.251,2.021,2.446
Mauritania,Both,Cardiovascular diseases,3.899,3.849,3.954,2.892,1.96,3.693,2.282,2.098,2.428
Mauritania,Male,Chronic respiratory diseases,2.76,2.732,2.79,2.539,1.686,3.274,2.458,2.419,2.488
Mauritania,Female,Chronic respiratory diseases,2.814,2.777,2.852,2.544,1.54,3.405,2.46,2.414,2.492
Mauritania,Both,Chronic respiratory diseases,2.787,2.757,2.818,2.541,1.617,3.337,2.459,2.427,2.484
Mauritania,Male,Diabetes mellitus,2.754,2.72,2.797,2.543,1.69,3.278,2.457,2.41,2.491
Mauritania,Female,Diabetes mellitus,2.891,2.841,2.954,2.576,1.571,3.438,2.443,2.375,2.495
Mauritania,Both,Diabetes mellitus,2.823,2.782,2.875,2.56,1.635,3.356,2.45,2.407,2.483
Mauritania,Male,Four major NCDs,5.084,4.963,5.226,3.197,2.332,3.943,2.136,1.718,2.456
Mauritania,Female,Four major NCDs,5.717,5.559,5.898,3.356,2.334,4.233,1.998,1.515,2.387
Mauritania,Both,Four major NCDs,5.405,5.27,5.558,3.279,2.339,4.087,2.07,1.7,2.361
Mauritius,Male,Neoplasms,3.905,3.897,3.914,3.352,2.339,4.22,2.979,2.946,3.011
Mauritius,Female,Neoplasms,5.382,5.37,5.396,4.737,3.555,5.741,4.37,4.336,4.402
Mauritius,Both,Neoplasms,4.657,4.648,4.668,4.056,2.965,4.99,3.687,3.662,3.713
Mauritius,Male,Cardiovascular diseases,4.912,4.854,4.976,3.62,2.6,4.494,2.851,2.784,2.918
Mauritius,Female,Cardiovascular diseases,5.491,5.436,5.547,4.723,3.541,5.725,4.378,4.339,4.415
Mauritius,Both,Cardiovascular diseases,5.253,5.198,5.312,4.197,3.102,5.133,3.641,3.6,3.684
Mauritius,Male,Chronic respiratory diseases,3.425,3.394,3.456,3.158,2.149,4.021,3.066,3.047,3.081
Mauritius,Female,Chronic respiratory diseases,4.643,4.623,4.665,4.479,3.302,5.477,4.431,4.406,4.442
Mauritius,Both,Chronic respiratory diseases,4.049,4.025,4.073,3.83,2.744,4.76,3.761,3.745,3.771
Mauritius,Male,Diabetes mellitus,4.85,4.645,5.104,3.485,2.469,4.355,2.918,2.856,2.976
Mauritius,Female,Diabetes mellitus,5.913,5.718,6.167,4.746,3.564,5.748,4.374,4.33,4.416
Mauritius,Both,Diabetes mellitus,5.415,5.218,5.663,4.134,3.041,5.069,3.665,3.626,3.703
Mauritius,Male,Four major NCDs,7.982,7.659,8.366,4.329,3.293,5.216,2.487,2.301,2.662
Mauritius,Female,Four major NCDs,8.197,7.903,8.558,5.364,4.169,6.379,4.215,4.073,4.341
Mauritius,Both,Four major NCDs,8.171,7.869,8.531,4.882,3.773,5.832,3.392,3.269,3.51
Mexico,Male,Neoplasms,4.136,4.128,4.146,3.589,2.611,4.438,3.255,3.244,3.265
Mexico,Female,Neoplasms,5.363,5.354,5.373,4.692,3.504,5.719,4.318,4.299,4.328
Mexico,Both,Neoplasms,4.744,4.735,4.754,4.135,3.052,5.075,3.78,3.767,3.788
Mexico,Male,Cardiovascular diseases,4.497,4.472,4.526,3.689,2.709,4.54,3.222,3.211,3.234
Mexico,Female,Cardiovascular diseases,5.171,5.142,5.203,4.607,3.422,5.632,4.339,4.33,4.35
Mexico,Both,Cardiovascular diseases,4.834,4.806,4.864,4.144,3.061,5.084,3.78,3.772,3.789
Mexico,Male,Chronic respiratory diseases,3.549,3.533,3.566,3.388,2.414,4.234,3.319,3.316,3.322
Mexico,Female,Chronic respiratory diseases,4.574,4.559,4.591,4.424,3.242,5.446,4.371,4.354,4.375
Mexico,Both,Chronic respiratory diseases,4.056,4.042,4.072,3.9,2.822,4.836,3.839,3.829,3.842
Mexico,Male,Diabetes mellitus,4.44,4.283,4.629,3.538,2.561,4.386,3.271,3.261,3.281
Mexico,Female,Diabetes mellitus,5.427,5.272,5.607,4.564,3.38,5.588,4.346,4.338,4.356
Mexico,Both,Diabetes mellitus,4.929,4.773,5.112,4.046,2.965,4.984,3.804,3.797,3.811
Mexico,Male,Four major NCDs,6.694,6.478,6.95,4.197,3.207,5.057,3.043,3.008,3.078
Mexico,Female,Four major NCDs,7.457,7.24,7.705,5.151,3.954,6.185,4.228,4.172,4.263
Mexico,Both,Four major NCDs,7.077,6.862,7.326,4.671,3.577,5.62,3.636,3.597,3.664
Micronesia (Federated States of),Male,Neoplasms,2.145,2.134,2.157,1.524,0.673,2.245,0.925,0.687,1.139
Micronesia (Federated States of),Female,Neoplasms,2.728,2.711,2.752,2.023,0.939,2.96,1.379,1.136,1.597
Micronesia (Federated States of),Both,Neoplasms,2.438,2.425,2.454,1.776,0.826,2.602,1.155,0.937,1.352
Micronesia (Federated States of),Male,Cardiovascular diseases,4.782,4.711,4.857,2.263,1.386,3.006,0.057,-0.648,0.859
Micronesia (Federated States of),Female,Cardiovascular diseases,3.988,3.916,4.06,2.354,1.259,3.299,1.024,0.54,1.462
Micronesia (Federated States of),Both,Cardiovascular diseases,4.423,4.353,4.495,2.325,1.355,3.167,0.544,0.007,1.101
Micronesia (Federated States of),Male,Chronic respiratory diseases,1.725,1.71,1.741,1.376,0.53,2.093,1.086,0.941,1.202
Micronesia (Federated States of),Female,Chronic respiratory diseases,2.13,2.113,2.15,1.819,0.744,2.748,1.585,1.448,1.697
Micronesia (Federated States of),Both,Chronic respiratory diseases,1.933,1.918,1.949,1.602,0.657,2.422,1.339,1.225,1.431
Micronesia (Federated States of),Male,Diabetes mellitus,2.566,2.408,2.763,1.528,0.677,2.25,0.919,0.528,1.193
Micronesia (Federated States of),Female,Diabetes mellitus,3.186,3.009,3.402,2.028,0.945,2.964,1.371,1.062,1.615
Micronesia (Federated States of),Both,Diabetes mellitus,2.878,2.712,3.083,1.781,0.831,2.607,1.149,0.861,1.368
Micronesia (Federated States of),Male,Four major NCDs,7.989,7.687,8.346,2.979,2.079,3.742,-0.895,-2.444,0.573
Micronesia (Federated States of),Female,Four major NCDs,7.249,6.93,7.621,3.113,1.991,4.083,0.137,-1.078,1.186
Micronesia (Federated States of),Both,Four major NCDs,7.659,7.355,8.016,3.063,2.068,3.928,-0.375,-1.578,0.73
Mongolia,Male,Neoplasms,4.006,3.991,4.024,2.262,1.438,2.973,0.85,0.408,1.201
Mongolia,Female,Neoplasms,4.289,4.277,4.305,2.996,1.995,3.845,2.088,1.812,2.306
Mongolia,Both,Neoplasms,4.181,4.168,4.197,2.641,1.73,3.418,1.488,1.176,1.742
Mongolia,Male,Cardiovascular diseases,5.497,5.424,5.574,2.647,1.814,3.366,0.519,-0.07,1.03
Mongolia,Female,Cardiovascular diseases,4.885,4.818,4.954,3.122,2.118,3.974,2.02,1.708,2.281
Mongolia,Both,Cardiovascular diseases,5.241,5.173,5.312,2.906,1.989,3.689,1.309,0.894,1.65
Mongolia,Male,Chronic respiratory diseases,1.679,1.666,1.694,1.522,0.717,2.217,1.429,1.383,1.46
Mongolia,Female,Chronic respiratory diseases,2.541,2.528,2.557,2.424,1.436,3.262,2.375,2.347,2.393
Mongolia,Both,Chronic respiratory diseases,2.112,2.1,2.125,1.973,1.078,2.737,1.902,1.872,1.923
Mongolia,Male,Diabetes mellitus,1.607,1.574,1.65,1.484,0.68,2.178,1.453,1.438,1.464
Mongolia,Female,Diabetes mellitus,2.528,2.491,2.573,2.403,1.415,3.241,2.384,2.373,2.392
Mongolia,Both,Diabetes mellitus,2.068,2.034,2.111,1.943,1.049,2.706,1.919,1.908,1.926
Mongolia,Male,Four major NCDs,8.774,8.619,8.953,3.499,2.645,4.237,-0.31,-1.445,0.629
Mongolia,Female,Four major NCDs,7.203,7.063,7.36,3.767,2.749,4.631,1.645,1.005,2.16
Mongolia,Both,Four major NCDs,8.061,7.918,8.221,3.67,2.735,4.468,0.741,-0.05,1.381
Montenegro,Male,Neoplasms,3.967,3.946,3.992,2.675,1.702,3.53,1.65,1.505,1.774
Montenegro,Female,Neoplasms,4.289,4.265,4.318,3.369,2.27,4.314,2.76,2.68,2.829
Montenegro,Both,Neoplasms,4.159,4.139,4.184,3.033,2.003,3.932,2.22,2.135,2.293
Montenegro,Male,Cardiovascular diseases,4.496,4.425,4.572,2.791,1.817,3.648,1.555,1.407,1.702
Montenegro,Female,Cardiovascular diseases,4.501,4.439,4.565,3.393,2.295,4.336,2.746,2.666,2.829
Montenegro,Both,Cardiovascular diseases,4.543,4.477,4.61,3.108,2.078,4.007,2.171,2.086,2.26
Montenegro,Male,Chronic respiratory diseases,2.185,2.17,2.203,2.105,1.147,2.947,2.08,2.071,2.087
Montenegro,Female,Chronic respiratory diseases,3.037,3.019,3.059,2.964,1.875,3.9,2.953,2.948,2.956
Montenegro,Both,Chronic respiratory diseases,2.612,2.597,2.631,2.535,1.518,3.423,2.517,2.513,2.521
Montenegro,Male,Diabetes mellitus,2.524,2.403,2.683,2.125,1.167,2.967,2.066,2.043,2.085
Montenegro,Female,Diabetes mellitus,3.378,3.259,3.529,2.987,1.898,3.924,2.942,2.923,2.956
Montenegro,Both,Diabetes mellitus,2.953,2.835,3.104,2.557,1.539,3.445,2.505,2.491,2.517
Montenegro,Male,Four major NCDs,7.065,6.814,7.372,3.414,2.423,4.285,1.012,0.68,1.316
Montenegro,Female,Four major NCDs,6.412,6.177,6.692,3.84,2.732,4.794,2.512,2.327,2.685
Montenegro,Both,Four major NCDs,6.814,6.576,7.097,3.656,2.612,4.566,1.802,1.609,1.984
Morocco,Male,Neoplasms,2.881,2.873,2.891,2.37,1.446,3.169,1.959,1.814,2.087
Morocco,Female,Neoplasms,3.704,3.692,3.721,3.113,1.946,4.118,2.694,2.548,2.802
Morocco,Both,Neoplasms,3.269,3.26,3.281,2.718,1.683,3.615,2.301,2.174,2.408
Morocco,Male,Cardiovascular diseases,4.779,4.715,4.849,2.913,1.976,3.722,1.543,1.119,1.941
Morocco,Female,Cardiovascular diseases,5.297,5.231,5.367,3.557,2.38,4.569,2.446,2.134,2.704
Morocco,Both,Cardiovascular diseases,5.025,4.96,5.092,3.214,2.169,4.121,1.97,1.637,2.267
Morocco,Male,Chronic respiratory diseases,2.417,2.393,2.443,2.192,1.273,2.987,2.086,2.03,2.127
Morocco,Female,Chronic respiratory diseases,3.08,3.059,3.103,2.89,1.729,3.888,2.814,2.77,2.849
Morocco,Both,Chronic respiratory diseases,2.726,2.705,2.749,2.517,1.488,3.41,2.425,2.387,2.457
Morocco,Male,Diabetes mellitus,2.533,2.428,2.672,2.169,1.25,2.963,2.102,2.066,2.13
Morocco,Female,Diabetes mellitus,3.337,3.23,3.475,2.907,1.745,3.905,2.805,2.75,2.845
Morocco,Both,Diabetes mellitus,2.907,2.801,3.043,2.512,1.483,3.404,2.428,2.393,2.456
Morocco,Male,Four major NCDs,6.329,6.113,6.594,3.25,2.305,4.066,1.261,0.589,1.866
Morocco,Female,Four major NCDs,7.011,6.788,7.276,3.945,2.758,4.967,2.209,1.644,2.658
Morocco,Both,Four major NCDs,6.658,6.441,6.914,3.577,2.522,4.491,1.71,1.167,2.18
Mozambique,Male,Neoplasms,1.609,1.604,1.615,1.241,0.41,1.967,0.87,0.764,0.959
Mozambique,Female,Neoplasms,2.964,2.955,2.975,2.408,1.374,3.286,1.972,1.811,2.102
Mozambique,Both,Neoplasms,2.239,2.233,2.247,1.779,0.864,2.571,1.374,1.256,1.476
Mozambique,Male,Cardiovascular diseases,3.14,3.092,3.195,1.672,0.828,2.41,0.344,-0.06,0.711
Mozambique,Female,Cardiovascular diseases,3.529,3.479,3.586,2.541,1.504,3.42,1.888,1.627,2.097
Mozambique,Both,Cardiovascular diseases,3.386,3.337,3.44,2.094,1.171,2.893,1.093,0.8,1.35
Mozambique,Male,Chronic respiratory diseases,1.402,1.377,1.429,1.142,0.315,1.865,0.986,0.919,1.037
Mozambique,Female,Chronic respiratory diseases,2.341,2.321,2.363,2.182,1.154,3.053,2.123,2.087,2.148
Mozambique,Both,Chronic respiratory diseases,1.843,1.822,1.864,1.623,0.712,2.41,1.513,1.471,1.547
Mozambique,Male,Diabetes mellitus,1.531,1.471,1.607,1.166,0.338,1.89,0.955,0.857,1.029
Mozambique,Female,Diabetes mellitus,2.478,2.426,2.541,2.208,1.18,3.081,2.106,2.052,2.145
Mozambique,Both,Diabetes mellitus,1.977,1.921,2.044,1.648,0.737,2.436,1.49,1.428,1.539
Mozambique,Male,Four major NCDs,4.619,4.466,4.799,2.011,1.156,2.759,-0.113,-0.806,0.485
Mozambique,Female,Four major NCDs,4.94,4.802,5.101,2.898,1.852,3.786,1.631,1.11,2.039
Mozambique,Both,Four major NCDs,4.861,4.718,5.023,2.452,1.518,3.26,0.741,0.215,1.191
Myanmar,Male,Neoplasms,2.64,2.634,2.649,2.071,1.22,2.818,1.572,1.433,1.679
Myanmar,Female,Neoplasms,3.984,3.974,3.996,3.323,2.275,4.232,2.848,2.72,2.948
Myanmar,Both,Neoplasms,3.315,3.307,3.324,2.695,1.751,3.525,2.209,2.094,2.302
Myanmar,Male,Cardiovascular diseases,4.098,4.036,4.164,2.47,1.608,3.226,1.209,0.913,1.456
Myanmar,Female,Cardiovascular diseases,4.725,4.682,4.771,3.523,2.472,4.435,2.739,2.559,2.916
Myanmar,Both,Cardiovascular diseases,4.431,4.379,4.484,3.002,2.051,3.837,1.993,1.783,2.172
Myanmar,Male,Chronic respiratory diseases,2.614,2.575,2.651,2.006,1.158,2.752,1.629,1.521,1.723
Myanmar,Female,Chronic respiratory diseases,3.605,3.563,3.648,3.145,2.103,4.05,2.945,2.863,3.048
Myanmar,Both,Chronic respiratory diseases,3.116,3.078,3.15,2.576,1.635,3.402,2.292,2.217,2.373
Myanmar,Male,Diabetes mellitus,2.372,2.295,2.471,1.922,1.075,2.666,1.7,1.626,1.76
Myanmar,Female,Diabetes mellitus,3.638,3.536,3.77,3.127,2.084,4.031,2.954,2.894,3.004
Myanmar,Both,Diabetes mellitus,3.007,2.918,3.121,2.522,1.582,3.348,2.326,2.274,2.371
Myanmar,Male,Four major NCDs,6.514,6.308,6.748,3.052,2.176,3.822,0.621,-0.015,1.143
Myanmar,Female,Four major NCDs,7.036,6.825,7.287,4.074,3.01,4.998,2.41,1.951,2.848
Myanmar,Both,Four major NCDs,6.813,6.609,7.044,3.576,2.61,4.423,1.55,1.086,1.957
Namibia,Male,Neoplasms,2.131,2.122,2.143,1.659,0.749,2.447,1.224,1.097,1.325
Namibia,Female,Neoplasms,3.482,3.47,3.499,2.882,1.797,3.816,2.445,2.251,2.591
Namibia,Both,Neoplasms,2.802,2.793,2.816,2.263,1.272,3.119,1.827,1.677,1.94
Namibia,Male,Cardiovascular diseases,3.146,3.108,3.189,1.948,1.029,2.743,0.926,0.579,1.2
Namibia,Female,Cardiovascular diseases,3.781,3.744,3.823,2.945,1.86,3.88,2.415,2.158,2.597
Namibia,Both,Cardiovascular diseases,3.493,3.456,3.533,2.451,1.456,3.311,1.688,1.43,1.882
